涛哥直播,#genre#
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv#http://stream.qhbtv.com/adws/sd/live.m3u8$TG•IPV4『线路28』
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8$TG•IPV4『线路29』
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8$TG•IPV4『线路30』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0$TG•IPV4『线路31』
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv$TG•IPV4『线路32』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0$TG•IPV4『线路33』
凤凰中文,http://play-flive.ifeng.com/live/06OLEGEGM4G.m3u8$TG•IPV4『线路1』
凤凰中文,https://dl.zhoujie218.top/new/fhx.php?id=fhzw$TG•IPV4『线路2』
凤凰中文,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu001-golive.flv$TG•IPV4『线路3』
凤凰中文,http://tv.sd.cn/sichuan?id=239.93.0.162:2192$TG•IPV4『线路4』
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8$TG•IPV4『线路5』
凤凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8$TG•IPV4『线路6』
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8$TG•IPV4『线路7』
凤凰中文,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8577/.m3u8$TG•IPV4『线路8』
凤凰中文,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1213$TG•IPV4『线路9』
凤凰中文,https://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8$TG•IPV4『线路10』
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw$TG•IPV4『线路11』
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$TG•IPV4『线路12』
凤凰中文,https://ali.hlspull.yximgs.com/live/6f394630b94772c5e73cfa38d7653e78.flv$TG•IPV4『线路13』
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw$TG•IPV4『线路14』
凤凰中文,https://vip.taoiptv.cn/source/jsyd.php?id=HD-10000k-1080P-fhchinese5s.m3u8&sign=h51x7y$TG•IPV4『线路15』
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw$TG•IPV4『线路16』
凤凰中文,http://play-flive.ifeng.com/live/06OLEGEGM4G.m3u8$TG•IPV4『线路17』
凤凰中文,http://www.terrykang.cn:5678/sxg.php?id=test1_4000$TG•IPV4『线路18』
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd$TG•IPV4『线路19』
凤凰中文,http://13457610200.8866.org:2018/live/凤凰卫视/index.m3u8$TG•IPV4『线路20』
凤凰中文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8$TG•IPV4『线路21』
凤凰中文,http://php.17186.eu.org/phtv/fhzw.m3u8$TG•IPV4『线路22』
凤凰中文,http://r.jdshipin.com/cCCzW$TG•IPV4『线路23』
凤凰中文,http://tv.sd.cn/sichuan?id=239.93.0.162:2192$TG•IPV4『线路24』
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8$TG•IPV4『线路25』
凤凰中文,https://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8$TG•IPV4『线路26』
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8$TG•IPV4『线路27』
凤凰中文,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu001-golive.flv$TG•IPV4『线路28』
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$TG•IPV4『线路29』
凤凰中文,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8577/.m3u8$TG•IPV4『线路30』
凤凰中文,https://dl.zhoujie218.top/new/fhx.php?id=fhzw$TG•IPV4『线路31』
凤凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8$TG•IPV4『线路32』
凤凰中文,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1213$TG•IPV4『线路33』
凤凰中文,https://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8$TG•IPV4『线路34』
凤凰中文,http://free.xiptv.x10.bz/kudou.php?id=121$TG•IPV4『线路35』
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8$TG•IPV4『线路36』
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$TG•IPV4『线路37』
凤凰中文,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8577/.m3u8$TG•IPV4『线路38』
凤凰中文,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu001-golive.flv$TG•IPV4『线路39』
凤凰中文,http://www.zzrs888.top/t.php?id=鳯凰衛視中文$TG•IPV4『线路40』
凤凰中文,http://pi.0472.org/tv/cbn.php?id=xfjcHD$TG•IPV4『线路41』
凤凰中文,http://tv.sd.cn/sichuan?id=239.93.0.162:2192$TG•IPV4『线路42』
凤凰中文,http://free.xiptv.x10.bz/kudou.php?id=121$TG•IPV4『线路43』
凤凰中文,https://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8$TG•IPV4『线路44』
凤凰中文,https://shenxian.serv00.net/fhx.php?id=zw$TG•IPV4『线路45』
凤凰中文,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236260/index.m3u8$TG•IPV4『线路46』
凤凰中文,https://vip.taoiptv.cn/source/jsyd.php?id=HD-10000k-1080P-fhchinese5s.m3u8&sign=h51x7y$TG•IPV4『线路47』
凤凰中文,http://www.terrykang.cn:5678/sxg.php?id=test1_4000$TG•IPV4『线路48』
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd$TG•IPV4『线路49』
凤凰中文,http://13457610200.8866.org:2018/live/凤凰卫视/index.m3u8$TG•IPV4『线路50』
凤凰中文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8$TG•IPV4『线路51』
凤凰中文,http://php.17186.eu.org/phtv/fhzw.m3u8$TG•IPV4『线路52』
凤凰中文,http://r.jdshipin.com/cCCzW$TG•IPV4『线路53』
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8$TG•IPV4『线路54』
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$TG•IPV4『线路55』
凤凰中文,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8577/.m3u8$TG•IPV4『线路56』
凤凰中文,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu001-golive.flv$TG•IPV4『线路57』
凤凰资讯,http://play-flive.ifeng.com/live/06OLEEWQKN4.m3u8$TG•IPV4『线路1』
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8$TG•IPV4『线路2』
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8$TG•IPV4『线路3』
凤凰资讯,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1666$TG•IPV4『线路4』
凤凰资讯,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixinfo_hd$TG•IPV4『线路5』
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8$TG•IPV4『线路6』
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8$TG•IPV4『线路7』
凤凰资讯,https://dl.zhoujie218.top/new/fhx.php?id=fhzx$TG•IPV4『线路8』
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx$TG•IPV4『线路9』
凤凰资讯,https://vip.taoiptv.cn/source/jsyd.php?id=HD-10000k-1080P-fhzixun5s.m3u8&sign=h51x7y$TG•IPV4『线路10』
凤凰资讯,http://free.xiptv.x10.bz/kudou.php?id=122$TG•IPV4『线路11』
凤凰资讯,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu002-golive.flv$TG•IPV4『线路12』
凤凰资讯,http://ali.hlspull.yximgs.com/live/45f850bec3ba1241d38467e9d833de24.flv$TG•IPV4『线路13』
凤凰资讯,http://tv.sd.cn/sichuan?id=239.93.1.4:2191$TG•IPV4『线路14』
凤凰资讯,https://shenxian.serv00.net/fhx.php?id=zx$TG•IPV4『线路15』
凤凰资讯,http://ali.hlspull.yximgs.com/live/huanqiuhklivetvjjpcpdvuejljyjjyfjoxvchjwhjwojjjhdjjlsjhbjfhjx.flv$TG•IPV4『线路16』
凤凰资讯,https://ali.hlspull.yximgs.com/live/129b4d0ac20a979250d87c3c99ac676a.flv$TG•IPV4『线路17』
凤凰资讯,https://vip.taoiptv.cn/source/jsyd.php?id=HD-10000k-1080P-fhzixun5s.m3u8&sign=h51x7y$TG•IPV4『线路18』
凤凰资讯,http://udnhls.skilldns.com:80/fhzx-cn.m3u8$TG•IPV4『线路19』
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8$TG•IPV4『线路20』
凤凰资讯,http://play-flive.ifeng.com/live/06OLEEWQKN4.m3u8$TG•IPV4『线路21』
凤凰资讯,http://www.terrykang.cn:5678/sxg.php?id=test2_4000$TG•IPV4『线路22』
凤凰资讯,http://13457610200.8866.org:2018/live/凤凰资讯/index.m3u8$TG•IPV4『线路23』
凤凰资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8$TG•IPV4『线路24』
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx$TG•IPV4『线路25』
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd$TG•IPV4『线路26』
凤凰资讯,http://hikvision.city:880/fhzx.m3u8$TG•IPV4『线路27』
凤凰资讯,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu002-golive.flv$TG•IPV4『线路28』
凤凰资讯,http://ali.hlspull.yximgs.com/live/45f850bec3ba1241d38467e9d833de24.flv$TG•IPV4『线路29』
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx$TG•IPV4『线路30』
凤凰资讯,http://tv.sd.cn/sichuan?id=239.93.1.4:2191$TG•IPV4『线路31』
凤凰资讯,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1666$TG•IPV4『线路32』
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8$TG•IPV4『线路33』
凤凰资讯,http://free.xiptv.x10.bz/kudou.php?id=122$TG•IPV4『线路34』
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8$TG•IPV4『线路35』
凤凰资讯,https://dl.zhoujie218.top/new/fhx.php?id=fhzx$TG•IPV4『线路36』
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8$TG•IPV4『线路37』
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8?zgangd$TG•IPV4『线路38』
凤凰资讯,http://ax.micaesoft.com/YMitv/YMITV_CN_ifengNEW.m3u8$TG•IPV4『线路39』
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8$TG•IPV4『线路40』
凤凰资讯,https://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8$TG•IPV4『线路41』
凤凰资讯,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8576/.m3u8$TG•IPV4『线路42』
凤凰资讯,http://tv.sd.cn/sichuan?id=239.93.1.4:2191$TG•IPV4『线路43』
凤凰资讯,https://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8$TG•IPV4『线路44』
凤凰资讯,http://tv.sd.cn/sichuan?id=239.93.1.4:2191$TG•IPV4『线路45』
凤凰资讯,http://www.zzrs888.top/t.php?id=鳯凰衛視資訊$TG•IPV4『线路46』
凤凰资讯,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236197/index.m3u8$TG•IPV4『线路47』
凤凰资讯,http://ali.hlspull.yximgs.com/live/_pa_chong_bo___fenghuang.flv$TG•IPV4『线路48』
凤凰资讯,http://13457610200.8866.org:2018/live/凤凰资讯/index.m3u8$TG•IPV4『线路49』
凤凰资讯,http://udnhls.skilldns.com:80/fhzx-cn.m3u8$TG•IPV4『线路50』
凤凰资讯,http://www.terrykang.cn:5678/sxg.php?id=test2_4000$TG•IPV4『线路51』
凤凰资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8$TG•IPV4『线路52』
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8?zgangd$TG•IPV4『线路53』
凤凰资讯,http://ax.micaesoft.com/YMitv/YMITV_CN_ifengNEW.m3u8$TG•IPV4『线路54』
凤凰资讯,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8576/.m3u8$TG•IPV4『线路55』
凤凰资讯,http://tv.sd.cn/sichuan?id=239.93.1.4:2191$TG•IPV4『线路56』
凤凰香港,http://r.jdshipin.com/yDoTN$TG•IPV4『线路1』
凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8$TG•IPV4『线路2』
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk$TG•IPV4『线路3』
凤凰香港,https://vip.taoiptv.cn/source/jsyd.php?id=HD-10000k-1080P-fhhongkong5s.m3u8&sign=h51x7y$TG•IPV4『线路4』
凤凰香港,http://free.xiptv.x10.bz/kudou.php?id=123$TG•IPV4『线路5』
凤凰香港,https://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8$TG•IPV4『线路6』
凤凰香港,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hkphoenix_twn$TG•IPV4『线路7』
凤凰香港,https://live.hkdvb.com/hls/live/85.m3u8?token=631170156109257$TG•IPV4『线路8』
凤凰香港,https://ali.hlspull.yximgs.com/live/ab5eb9ad4c91db4f9cf10d5e460e7af0.flv$TG•IPV4『线路9』
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk$TG•IPV4『线路10』
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk$TG•IPV4『线路11』
凤凰香港,https://vip.taoiptv.cn/source/jsyd.php?id=HD-10000k-1080P-fhhongkong5s.m3u8&sign=h51x7y$TG•IPV4『线路12』
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=tvbcaijing_twn$TG•IPV4『线路13』
凤凰香港,http://extraott.com:80/live/7921751389/6097373662/62816.m3u8$TG•IPV4『线路14』
凤凰香港,http://extraott.com:80/live/7921751389/6097373662/62822.m3u8$TG•IPV4『线路15』
凤凰香港,http://r.jdshipin.com/yDoTN$TG•IPV4『线路16』
凤凰香港,http://13457610200.8866.org:2018/live/凤凰香港/index.m3u8$TG•IPV4『线路17』
凤凰香港,http://php.17186.eu.org/phtv/fhhk.m3u8$TG•IPV4『线路18』
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn$TG•IPV4『线路19』
凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8$TG•IPV4『线路20』
凤凰香港,https://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8$TG•IPV4『线路21』
凤凰香港,http://free.xiptv.x10.bz/kudou.php?id=123$TG•IPV4『线路22』
凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8$TG•IPV4『线路23』
凤凰香港,https://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8$TG•IPV4『线路24』
凤凰香港,http://r.jdshipin.com/yDoTN$TG•IPV4『线路25』
凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8$TG•IPV4『线路26』
凤凰香港,https://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8$TG•IPV4『线路27』
凤凰香港,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu003-golive.flv$TG•IPV4『线路28』
凤凰香港,http://13457610200.8866.org:2018/live/凤凰香港/index.m3u8$TG•IPV4『线路29』
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=tvbcaijing_twn$TG•IPV4『线路30』
凤凰香港,http://extraott.com:80/live/7921751389/6097373662/62816.m3u8$TG•IPV4『线路31』
凤凰香港,http://extraott.com:80/live/7921751389/6097373662/62822.m3u8$TG•IPV4『线路32』
凤凰香港,http://php.17186.eu.org/phtv/fhhk.m3u8$TG•IPV4『线路33』
凤凰电影,http://home.js001.com:7777/stream/channelid/884059847?profile=pass$TG•IPV4
凤凰中文台,http://1b6467f415.iok.la:9931/tsfile/live/1037_1.m3u8$TG•IPV4
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn$TG•IPV4『线路1』
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct$TG•IPV4『线路2』
翡翠台,https://pi.0472.org/tv/fct.php?auth=230918$TG•IPV4『线路3』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=1&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路4』
翡翠台,https://cdn.iptv8k.top/dl/jspd.php?id=3&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路5』
翡翠台,http://r.jdshipin.com/qrfbg$TG•IPV4『线路6』
翡翠台,http://r.jdshipin.com/GeWKr?id=fct406$TG•IPV4『线路7』
翡翠台,http://nz171l122.bb60246.ctm.net:8889/bysid/1.m3u8$TG•IPV4『线路8』
翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1.m3u8$TG•IPV4『线路9』
翡翠台,https://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8$TG•IPV4『线路10』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路11』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=2&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路12』
翡翠台,https://aktv.top/AKTV/live/aktv/null/AKTV.m3u8$TG•IPV4『线路13』
翡翠台,http://ali.hlspull.yximgs.com/live/tboxprofhwwqpthqyqtqqqxcxbfhqqfqvhdtqdvbtvqsqxqfsqqcvbctvbfc.flv$TG•IPV4『线路14』
翡翠台,http://r.jdshipin.com/n90gt$TG•IPV4『线路15』
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8$TG•IPV4『线路16』
翡翠台,http://r.jdshipin.com/qClQf$TG•IPV4『线路17』
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3$TG•IPV4『线路18』
翡翠台,http://r.jdshipin.com/GeWKr?id=fct720$TG•IPV4『线路19』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=4&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路20』
翡翠台,http://r.jdshipin.com/62WM7$TG•IPV4『线路21』
翡翠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxA5oJl8b5Icz-0MXK7POxcc/ts$TG•IPV4『线路22』
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn$TG•IPV4『线路23』
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn$TG•IPV4『线路24』
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct$TG•IPV4『线路25』
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3$TG•IPV4『线路26』
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3$TG•IPV4『线路27』
翡翠台,https://tvb.mytvsuper.us.kg/stream/tvb/null-33/master.m3u8?u=btjson&p=213f2541f159ac2ec56f4173f3731fdd6ac1ea725a0c7892870cf85ea22cb3cc$TG•IPV4『线路28』
翡翠台,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8$TG•IPV4『线路29』
翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1.m3u8$TG•IPV4『线路30』
翡翠台,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv$TG•IPV4『线路31』
翡翠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxA5oJl8b5Icz-0MXK7POxcc/ts$TG•IPV4『线路32』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=1&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路33』
翡翠台,https://cdn.iptv8k.top/dl/jspd.php?id=3&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路34』
翡翠台,https://pi.0472.org/tv/fct.php?auth=230918$TG•IPV4『线路35』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路36』
翡翠台,http://ali.hlspull.yximgs.com/live/tboxprofhwwqpthqyqtqqqxcxbfhqqfqvhdtqdvbtvqsqxqfsqqcvbctvbfc.flv$TG•IPV4『线路37』
翡翠台,http://r.jdshipin.com/GeWKr?id=fct720$TG•IPV4『线路38』
翡翠台,https://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8$TG•IPV4『线路39』
翡翠台,http://nz171l122.bb60246.ctm.net:8889/bysid/1.m3u8$TG•IPV4『线路40』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=2&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路41』
翡翠台,https://aktv.top/AKTV/live/aktv/null/AKTV.m3u8$TG•IPV4『线路42』
翡翠台,http://r.jdshipin.com/qClQf$TG•IPV4『线路43』
翡翠台,http://r.jdshipin.com/62WM7$TG•IPV4『线路44』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=4&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路45』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路46』
翡翠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxA5oJl8b5Icz-0MXK7POxcc/ts$TG•IPV4『线路47』
翡翠台,http://r.jdshipin.com/GeWKr?id=fct406$TG•IPV4『线路48』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=4&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路49』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=1&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路50』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=2&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路51』
翡翠台,https://cdn.iptv8k.top/dl/jspd.php?id=3&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路52』
翡翠台,http://r.jdshipin.com/n90gt$TG•IPV4『线路53』
翡翠台,https://aktv.top/AKTV/live/aktv/null/AKTV.m3u8$TG•IPV4『线路54』
翡翠台,https://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8$TG•IPV4『线路55』
翡翠台,http://r.jdshipin.com/qrfbg$TG•IPV4『线路56』
翡翠台,http://fm1077.serv00.net/Smart.php?id=jade_twn$TG•IPV4『线路57』
翡翠台,http://iptviptv.site:9694/hls/98/index.m3u8$TG•IPV4『线路58』
翡翠台,https://test.zapi.us.kg/?id=feicui$TG•IPV4『线路59』
翡翠台,http://iptviptv.site:9694/hls/99/index.m3u8$TG•IPV4『线路60』
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4$TG•IPV4『线路61』
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn$TG•IPV4『线路62』
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct$TG•IPV4『线路63』
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3$TG•IPV4『线路64』
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3$TG•IPV4『线路65』
翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1.m3u8$TG•IPV4『线路66』
翡翠台,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv$TG•IPV4『线路67』
翡翠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxA5oJl8b5Icz-0MXK7POxcc/ts$TG•IPV4『线路68』
翡翠台,http://nz171l122.bb60246.ctm.net:8889/bysid/1.m3u8$TG•IPV4『线路69』
翡翠台,http://beishan008.asuscomm.com:8889/bysid/1.m3u8$TG•IPV4『线路70』
翡翠台,http://ali.hlspull.yximgs.com/live/tboxprofhwwqpthqyqtqqqxcxbfhqqfqvhdtqdvbtvqsqxqfsqqcvbctvbfc.flv$TG•IPV4『线路71』
翡翠台,https://ali.hlspull.yximgs.com/live/da349e04130b6c9f5be0284957a22767.flv$TG•IPV4『线路72』
翡翠台,http://r.jdshipin.com/n90gt$TG•IPV4『线路73』
翡翠台,http://r.jdshipin.com/62WM7$TG•IPV4『线路74』
翡翠台,https://pi.0472.org/tv/fct.php?auth=230918$TG•IPV4『线路75』
翡翠台,https://www.zhixun.com.mp/zx.php?id=mytv86$TG•IPV4『线路76』
翡翠台,http://r.jdshipin.com/qClQf$TG•IPV4『线路77』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=1&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路78』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=2&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路79』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路80』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=4&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路81』
翡翠台,https://cdn.iptv8k.top/dl/jspd.php?id=3&time=20240926215313&ip=111.229.253.40$TG•IPV4『线路82』
翡翠台,https://tvb.mytvsuper.us.kg/stream/tvb/null-33/master.m3u8?u=btjson&p=213f2541f159ac2ec56f4173f3731fdd6ac1ea725a0c7892870cf85ea22cb3cc$TG•IPV4『线路83』
翡翠台,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8$TG•IPV4『线路84』
翡翠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxA5oJl8b5Icz-0MXK7POxcc/ts$TG•IPV4『线路85』
翡翠台,http://fm1077.serv00.net/Smart.php?id=jade_twn$TG•IPV4『线路86』
翡翠台,http://iptviptv.site:9694/hls/98/index.m3u8$TG•IPV4『线路87』
翡翠台,https://test.zapi.us.kg/?id=feicui$TG•IPV4『线路88』
翡翠台,http://iptviptv.site:9694/hls/99/index.m3u8$TG•IPV4『线路89』
翡翠台,https://test.ttvb.eu.org/stream/tvb/null/stream.m3u8?u=yang&p=20f645c703944a0027acf6fad92ec465247842450605c5406b50676ff0dcd5ea$TG•IPV4『线路90』
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4$TG•IPV4『线路91』
翡翠台,http://php.jdshipin.com:8880/smt.php?id=Wlt$TG•IPV4『线路92』
翡翠台,http://www.balala.top:9200/channel/n379c44d0/index.m3u8$TG•IPV4『线路93』
翡翠台,http://timmy789.x3322.net:9081/stream/channelid/668554311?profile=pass$TG•IPV4『线路94』
翡翠台,http://zsntlqj.xicp.net:8895/bysid/1.m3u8$TG•IPV4『线路95』
翡翠台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct3$TG•IPV4『线路96』
翡翠台,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8$TG•IPV4『线路97』
翡翠台,https://test.ttvb.eu.org/stream/tvb/null/master.m3u8?u=yang&p=20f645c703944a0027acf6fad92ec465247842450605c5406b50676ff0dcd5ea$TG•IPV4『线路98』
